epoch,loss,val_loss
0,0.20969454944133759,0.15539763867855072
1,0.20504331588745117,0.15122205018997192
2,0.20107616484165192,0.14747363328933716
3,0.19547955691814423,0.14389283955097198
4,0.19033972918987274,0.14042839407920837
5,0.18874973058700562,0.1374845951795578
6,0.18378031253814697,0.13459695875644684
7,0.1806078851222992,0.13187329471111298
8,0.17732883989810944,0.12927713990211487
9,0.17413386702537537,0.12685206532478333
10,0.17100153863430023,0.1245165765285492
11,0.16862833499908447,0.12221608310937881
12,0.1646815985441208,0.12004353106021881
13,0.16237060725688934,0.11795058846473694
14,0.15992100536823273,0.11594770848751068
15,0.15687322616577148,0.11405536532402039
16,0.15515181422233582,0.1122681275010109
17,0.15224212408065796,0.11056426167488098
18,0.15055647492408752,0.10904406756162643
19,0.14797332882881165,0.10762283205986023
20,0.1469455361366272,0.10621912032365799
21,0.14575578272342682,0.104862742125988
22,0.1435452550649643,0.10358094424009323
23,0.14140434563159943,0.10231219232082367
24,0.14021047949790955,0.1010589525103569
25,0.13851436972618103,0.09992323070764542
26,0.13672058284282684,0.09891945123672485
27,0.13477692008018494,0.09794626384973526
28,0.13369987905025482,0.09701326489448547
29,0.13258826732635498,0.09611690789461136
30,0.13152284920215607,0.09525451064109802
31,0.13047783076763153,0.0944192111492157
32,0.1295827329158783,0.09362754225730896
33,0.12855388224124908,0.09286133944988251
34,0.12651731073856354,0.09212227165699005
35,0.12563228607177734,0.09141040593385696
36,0.12501975893974304,0.09072601050138474
37,0.12434874475002289,0.09011825919151306
38,0.12250577658414841,0.08944274485111237
39,0.12193913757801056,0.08888326585292816
40,0.12056442350149155,0.08834085613489151
41,0.12091507762670517,0.08781073242425919
42,0.11932773143053055,0.08711464703083038
43,0.11798073351383209,0.086601123213768
44,0.11848945915699005,0.08612735569477081
45,0.11709296703338623,0.08566676080226898
46,0.11632999032735825,0.08521530032157898
47,0.11566688865423203,0.08481014519929886
48,0.11464767903089523,0.08438360691070557
49,0.11399073898792267,0.08396840840578079
50,0.11353634297847748,0.08353593945503235
51,0.11245552450418472,0.08314980566501617
52,0.11118777841329575,0.08276347815990448
